,input_file_name,gene_symbol,gene_name,reference_database_id,reference_database_version,reference_accession,analysis_software_name,analysis_software_version,sequence_identity,input_sequence_id,input_protein_start,input_protein_stop,input_gene_start,input_gene_stop,reference_protein_start,reference_protein_stop,reference_gene_start,reference_gene_stop,strand_orientation,coverage_depth,coverage_percentage,coverage_ratio,reference_gene_length,reference_protein_length,input_gene_length,input_protein_length,drug_class,antimicrobial_agent,resistance_mechanism,AMR Gene Family,Drug Class,Resistance Mechanism,accession_source,accession,drug_class_card,drug_class_ham,True_Positive,drugclass_new,true_positive
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,diaminopyrimidine,unknown
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,quinolone,true_positive
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,lincosamideantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,lincosamide,true_positive
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,macrolide,true_positive
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,penem,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,phenicol,true_positive
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,rifamycinantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,rifamycin,unknown
795,rgi_report,adeJ,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000781,rgi,rgi_v1,99.91,NODE_206_length_62308_cov_63.311037_41,,,43464.0,46640.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,tetracycline,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,macrolide,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,quinolone,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,lincosamideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,lincosamide,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,carbapenem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,cephalosporin,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,tetracycline,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,rifamycinantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,rifamycin,unknown
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,diaminopyrimidine,unknown
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,phenicol,true_positive
796,rgi_report,adeK,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000782,rgi,rgi_v1,100.0,NODE_206_length_62308_cov_63.311037_42,,,46640.0,48094.0,,,,,+,,100.0,,,,,,penem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
797,rgi_report,adeL,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000620,rgi,rgi_v1,100.0,NODE_111_length_101750_cov_63.317538_39,,,40559.0,41572.0,,,,,+,,101.78,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; tetracycline antibiotic,False,quinolone,true_positive
797,rgi_report,adeL,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000620,rgi,rgi_v1,100.0,NODE_111_length_101750_cov_63.317538_39,,,40559.0,41572.0,,,,,+,,101.78,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,fluoroquinolone antibiotic; tetracycline antibiotic,False,tetracycline,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,macrolideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,macrolide,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,quinolone,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,lincosamideantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,lincosamide,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,carbapenem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,cephalosporin,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,cephalosporin,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,tetracycline,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,rifamycinantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,rifamycin,unknown
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,diaminopyrimidineantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,diaminopyrimidine,unknown
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,phenicolantibiotic,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,phenicol,true_positive
798,rgi_report,adeN,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000559,rgi,rgi_v1,99.08,NODE_100_length_107249_cov_63.352893_73,,,75814.0,76467.0,,,,,-,,100.0,,,,,,penem,,antibiotic efflux,,,,,,,macrolide antibiotic; fluoroquinolone antibiotic; lincosamide antibiotic; carbapenem; cephalosporin; tetracycline antibiotic; rifamycin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; penem,False,carbapenem,unknown
799,rgi_report,adeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000553,rgi,rgi_v1,99.19,NODE_45_length_178169_cov_63.352830_114,,,123594.0,124337.0,,,,,+,,100.0,,,,,,glycylcycline,,antibiotic efflux,,,,,,,glycylcycline; tetracycline antibiotic,False,tetracycline,true_positive
799,rgi_report,adeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000553,rgi,rgi_v1,99.19,NODE_45_length_178169_cov_63.352830_114,,,123594.0,124337.0,,,,,+,,100.0,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,glycylcycline; tetracycline antibiotic,False,tetracycline,true_positive
800,rgi_report,adeS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000549,rgi,rgi_v1,96.36,NODE_45_length_178169_cov_63.352830_115,,,124369.0,125442.0,,,,,+,,98.89,,,,,,glycylcycline,,antibiotic efflux,,,,,,,glycylcycline; tetracycline antibiotic,False,tetracycline,true_positive
800,rgi_report,adeS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000549,rgi,rgi_v1,96.36,NODE_45_length_178169_cov_63.352830_115,,,124369.0,125442.0,,,,,+,,98.89,,,,,,tetracyclineantibiotic,,antibiotic efflux,,,,,,,glycylcycline; tetracycline antibiotic,False,tetracycline,true_positive
801,rgi_report,arlR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000838,rgi,rgi_v1,100.0,NODE_517_length_13800_cov_69.130593_2,,,834.0,1493.0,,,,,+,,100.0,,,,,,acridinedye,,antibiotic efflux,,,,,,acridine dye;fluoroquinolone antibiotic,fluoroquinolone antibiotic; acridine dye,False,acridine dye,unknown
801,rgi_report,arlR,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000838,rgi,rgi_v1,100.0,NODE_517_length_13800_cov_69.130593_2,,,834.0,1493.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,acridine dye;fluoroquinolone antibiotic,fluoroquinolone antibiotic; acridine dye,False,quinolone,true_positive
802,rgi_report,arlS,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000839,rgi,rgi_v1,100.0,NODE_517_length_13800_cov_69.130593_3,,,1490.0,2845.0,,,,,+,,100.0,,,,,,acridinedye,,antibiotic efflux,,,,,,acridine dye;fluoroquinolone antibiotic,fluoroquinolone antibiotic; acridine dye,False,acridine dye,unknown
802,rgi_report,arlS,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3000839,rgi,rgi_v1,100.0,NODE_517_length_13800_cov_69.130593_3,,,1490.0,2845.0,,,,,+,,100.0,,,,,,fluoroquinoloneantibiotic,,antibiotic efflux,,,,,,acridine dye;fluoroquinolone antibiotic,fluoroquinolone antibiotic; acridine dye,False,quinolone,true_positive
803,rgi_report,arnA,pmr phosphoethanolamine transferase,CARD,card_v1,3002985,rgi,rgi_v1,99.24,NODE_2_length_643018_cov_63.434838_421,,,467793.0,469781.0,,,,,-,,100.0,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
804,rgi_report,arnA,pmr phosphoethanolamine transferase,CARD,card_v1,3002985,rgi,rgi_v1,100.0,NODE_240_length_50133_cov_66.767862_48 ,,,50040.0,50132.0,,,,,+,,4.68,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
805,rgi_report,arnA,pmr phosphoethanolamine transferase,CARD,card_v1,3002985,rgi,rgi_v1,100.0,NODE_1506_length_171_cov_135.991379_1 ,,,2.0,94.0,,,,,-,,4.68,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
806,rgi_report,arnA,pmr phosphoethanolamine transferase,CARD,card_v1,3002985,rgi,rgi_v1,100.0,NODE_1745_length_101_cov_131.673913_1 ,,,3.0,101.0,,,,,-,,4.98,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
807,rgi_report,bacA,undecaprenyl pyrophosphate related proteins,CARD,card_v1,3002986,rgi,rgi_v1,93.04,NODE_37_length_192844_cov_65.715124_106,,,116812.0,117630.0,,,,,-,,99.63,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
808,rgi_report,bacA,undecaprenyl pyrophosphate related proteins,CARD,card_v1,3002986,rgi,rgi_v1,95.24,NODE_78_length_131903_cov_65.806550_62,,,63552.0,64373.0,,,,,+,,100.0,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
809,rgi_report,bacA,undecaprenyl pyrophosphate related proteins,CARD,card_v1,3002986,rgi,rgi_v1,99.63,NODE_80_length_131520_cov_63.684996_116,,,124099.0,124920.0,,,,,-,,100.0,,,,,,peptideantibiotic,,antibiotic target alteration,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
810,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,97.08,NODE_9_length_395280_cov_63.429755_164,,,177738.0,178460.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
810,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,97.08,NODE_9_length_395280_cov_63.429755_164,,,177738.0,178460.0,,,,,-,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
811,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,91.67,NODE_12_length_329810_cov_63.695101_268,,,301910.0,302632.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
811,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,91.67,NODE_12_length_329810_cov_63.695101_268,,,301910.0,302632.0,,,,,-,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
812,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,95.0,NODE_13_length_321337_cov_63.559319_210,,,237228.0,237950.0,,,,,-,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
812,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,95.0,NODE_13_length_321337_cov_63.559319_210,,,237228.0,237950.0,,,,,-,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
813,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,100.0,NODE_183_length_68161_cov_63.471911_53,,,65097.0,65819.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
813,rgi_report,baeR,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000828,rgi,rgi_v1,100.0,NODE_183_length_68161_cov_63.471911_53,,,65097.0,65819.0,,,,,+,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
814,rgi_report,baeS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000829,rgi,rgi_v1,99.57,NODE_183_length_68161_cov_63.471911_52,,,63697.0,65100.0,,,,,+,,100.0,,,,,,aminoglycosideantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
814,rgi_report,baeS,resistance-nodulation-cell division (RND) antibiotic efflux pump,CARD,card_v1,3000829,rgi,rgi_v1,99.57,NODE_183_length_68161_cov_63.471911_52,,,63697.0,65100.0,,,,,+,,100.0,,,,,,aminocoumarinantibiotic,,antibiotic efflux,,,,,,,aminoglycoside antibiotic; aminocoumarin antibiotic,False,aminoglycoside,true_positive
815,rgi_report,basS,pmr phosphoethanolamine transferase,CARD,card_v1,3003583,rgi,rgi_v1,100.0,NODE_84_length_125943_cov_63.150952_36,,,29606.0,31039.0,,,,,-,,100.0,,,,,,peptideantibiotic,,antibiotic target alteration; antibiotic efflux,,,,,,peptide antibiotic,peptide antibiotic,False,peptide,unknown
816,rgi_report,bcr-1,major facilitator superfamily (MFS) antibiotic efflux pump,CARD,card_v1,3003801,rgi,rgi_v1,100.0,NODE_27_length_210538_cov_63.527487_76,,,88192.0,89400.0,,,,,+,,100.0,,,,,,bicyclomycin,,antibiotic efflux,,,,,,bicyclomycin,bicyclomycin,False,polypeptides,unknown
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,macrolideantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,macrolide,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,lincosamideantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,lincosamide,true_positive
817,rgi_report,carA,ABC-F ATP-binding cassette ribosomal protection protein,CARD,card_v1,3002817,rgi,rgi_v1,100.0,NODE_2_length_643018_cov_63.434838_154 ,,,175030.0,175551.0,,,,,+,,31.4,,,,,,streptograminantibiotic,,antibiotic target protection,,,,,,,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; tetracycline antibiotic; oxazolidinone antibiotic; phenicol antibiotic; pleuromutilin antibiotic,False,streptogramin,unknown
